user_name,rating_star,date,comment,comment_likes
RensDad666,★★★★½,29 Jun 2025,"From a storytelling perspective, we’re not exactly breaking new ground here. Many of the most familiar sports movie beats & tropes, while done rather tastefully, are all at play. Now that’s out of the way, we can get to the goods. This is not a film that immediately calls for a critical deconstruction of its writing and plot. F1 The Movie is a god damn technical marvel that on IMAX feels like everything action movie tech has been leading to. As… more",141 likes
Rilo44,★★★★,26 Jun 2025,"""That don't make no sense.""
""It's a Sonny thing.""
We've seen this story before. The cliché of the old washed-up has been and the young up-and-comer has been done a million times before in sports movies and movies in general. What separates F1 from being just another generic racing flick is the excellent cast, cinematography, and the high-octane racing scenes that were made to be seen on the big screen in IMAX. Honestly, this probably loses a half a star… more",141 likes
Christian Ha,★★★★,28 Jun 2025,"I wouldn’t call myself a hardcore Formula 1 fan. I’m not super knowledgeable about the sport, I’ve never been a car person, and I don’t really understand all the technical aspects that go into racing. But a few years ago, I started getting into racing video games, and that’s where my interest began. I’ve been playing the F1 games every year since, and even though I still don’t know everything, I’ve grown to really enjoy the world of F1.
Going… more",140 likes
Big Screen Junkie,★★★½,27 Jun 2025,Kind of goofy from the perspective of an F1 fan but the action was awesome,140 likes
aurora ꨄ,★★½,13 Jul 2025,i'm just here for the hot older men,93 likes
Shubham,★★★★,02 Jul 2025,"Is it a Formulaic movie ? (Pun intended)
Yes
Do they Execute it well ?
Yes, but only partly
A pretty good & entertaining film, with great score, sound & soundtrack
The sound design combined combined with the cinematography was that good I felt the pressure of at most times, thanks to my theatre/seat being great too, sometimes the loud sound rocked chairs which added to the experience
Felt they played it lotta safe, I wanted there to be more risk/thrills in… more",91 likes
ThisIsBigCat,★★★½,27 Jun 2025,"It's amazing to me how much F1 has grown in popularity in recent years. Just 10 years ago, I barely cared about it. The only F1 drivers I knew back then were Michael Schumacher and Ayrton Senna. But ever since Liberty Media acquired the Formula One Group, there's been a big boon to F1's popularity. The Netflix docuseries Drive to Survive definitely helped. Now, all of a sudden, several people I knew are into F1, and I'm now familiar with… more",137 likes
matthewws,★★★½,10 Jul 2025,"Essentially, Sonnys story is the same as that of Hudson Hornet's from Cars (2006), but the twist is that Sonny got a second chance and showed what he could do, while unfortunately my goat Hudson didn't have that opportunity.
Another awesome entertainer from Joseph Kosinski. This time, instead of jets, we find ourselves in the cockpits of F1 cars. The movie really reminded me of classic commercial films from our Indian film industry, especially in how the director leverages the… more",93 likes
Something555,★★★★★,25 Jun 2025,"Some can see this film as an advertisement for the sport. Others can see it as a high octane thill seeker. Me, I call it cinema.
The vibe of this film is very Top Gun-esque, (which makes sense since it's the same guy who directed Top Gun Maverick) and it works to the film's advantage. There are so many adrenaline fueled sequences that make you clench and tighten up in your seat like you are actually out there on the… more",135 likes
zach collazo,★★★★,03 Jul 2025,"Saw this in IMAX at CityWalk during my LA trip and it was the perfect way to watch it. The theater was full, the energy was high, and it felt like a true summer event.
I have never followed F1 and knew very little going in, but this movie pulled me in right away. I found myself genuinely invested in the characters and their journey. It made me care about the sport and actually helped me understand it without ever… more",37 likes
huntwatch,★★★★½,08 Jul 2025,"Joseph Kosinski cannot miss man, I swear.

“Drive fast” we all say in unison. What a film, what an experience. Kosinski strikes again with another wonderfully shot picture right after TG: Maverick, another work that oozes his style, with the amount of impressive camera work and many other things to be considered. Pitt is fantastic, Idris is too, while the other two, Condon and Bardem are just amazing. Loved the story of a Daytona driver coming out of retirement, and… more",92 likes
liuska 𐙚˙⋆.˚,★★★★★,28 Jun 2025,did you notice that javier bardem and fernando alonso were never in a scene together? hmmmmm...,137 likes
Nikhil,★★★★½,27 Jun 2025,Cars aren't the only thing brad pitt beats !,133 likes
MetheSupreme1,★★★½,24 Jul 2025,"F1 (2025)
Directed by Joseph Kosinski. Notably starring Brad Pitt, Damson Idris, Kerry Condon and Javier Bardem.
The F1 movie made for F1 enthusiasts which mostly people who haven't a clue about F1 will like!
PLOT SUMMARY
Has-been Sonny Hayes has long since given up on F1 racing because of a near-fatal accident. After a stint as a taxi-cab driver, he takes up a caravan and goes full nomad-mode. On one of his wanderings, he meets his old friend, Rubén,… more",71 likes
𝐍𝐚𝐯𝐫𝐨 ❄︎,★★★½,28 Jun 2025,"-“ Hope is not a strategy .”
الفلم هذا هو اول واحد اتابعه من هالنوع ، تابعته بالسينما والصراحه كانت تجربه جميله بس ما احس الفلم كان موجه لي ، بس هذا مايعني انه ممل لكنه ممكن يعجب محبين الفورملا والسباقات اكثر ، الي عجبني بالفلم هو انه يدخلك بجو بالسباقات يخليك تشوف بواقعيه الاحداث بمنافساتهم وشعور الاحباط الي يصيبهم بعد مايخسرون
القصه تتبع سائق فورملا سابق اسمه سوني هايز انسحب من الساحه بعد مسيره انتهت قبل فوات اوانها ،… more",137 likes
Luka,★★★★,27 Jun 2025,"   ""He's flying.""
I went into the new F1 movie knowing basically nothing about Formula 1 racing — and came out thoroughly entertained. In fact, my biggest gripe is that I wish there was more actual racing and less of the extra plot padding. That said, what’s here is slick, loud, and thrilling.
Brad Pitt brings a laid-back, “cool uncle” energy as the veteran driver pulled back into the high-octane world. He’s not trying to be the center of attention,… more",139 likes
Brendan Hodges,★★★½,16 Jun 2025,"F1 hits the road hard and fast, an exhilarating Maverick-lite that’s both thrilling and awkwardly shallow, reaching for emotion out of the thinnest archetypes. There’s a wild disconnect between the verve and ingenuity around Kosinski’s filmmaking and a script that might as well have been written on cocktail napkins and post-it notes, all stacked contrivances and empty characters. You can see them yearning to recreate that Maverick magic — many scenes are transparently modeled after it — but it is… more",139 likes
Citizen Kris,★★★½,26 Jun 2025,"F1 The Movie is a fast, full-throttle, fun time.
The story is thin, that's for sure. I feel it plays a little like Top Gun: Maverick when it comes to Brad Pitt's lead character (of course, co-written and directed by the same guy). It lacks the heart that more successful recent films about the sport of race cars like Rush or Ford v. Ferrari.
That said, this is aided by charismatic performances by a terrific ensemble cast. Plus, the race… more",137 likes
SmackleSmores,★★★★,23 Jun 2025,"With the lukewarm reception im seeing to Rebirth i think we made the right choice for which film to see early tonight
F1 is exhilarating! It has some really sharp racing in it but i think what propels it forward is the dynamic between Brad Pitts character Sonny & Damson Idris Joshua. I love how they showcase experience here. How Sonny skirts around rules and expertly crafts plans makes for a great scenario in film. Gorgeous on the big screen. Exactly… more",136 likes
Nitay🎬,★★★★,13 Jul 2025,"This was a very spontaneous watch. And before I start the review, I just want to say something to anyone thinking of watching this: only watch it in the cinema!! Even if you don’t feel like watching it right now, see it in theaters, because if you end up watching it at home later, I can promise you it won’t be the same experience at all. Honestly if I had watched it on a regular TV at home, my rating… more",91 likes
Juampi,★★★★★,01 Jul 2025,"Sonny Hayes es un héroe clásico, de los de antes, de los de siempre. De esos que, como los grandes del western, dan todo y no piden nada. Un tipo que encarna valores tradicionales que el mundo liberal y moderno no se puede permitir entender.
De andar apacible, de mirada sabia, con un código inquebrantable, sin ser perfecto porque no necesita serlo, Sonny pertenece a ese linaje que va desde Shane (Shane, 1953) hasta Tom Doniphon (The Man Who Shot… more",91 likes
Niraj⚡,★★★★½,09 Jul 2025,should be illegal to drive back home after watching this,89 likes
Rahul Gill,★★★★½,28 Jun 2025,"At 15,000 RPM, where everything fades, the machine becomes weightless, just disappears... all that’s left is a body moving through space and time.",132 likes
Stringer Bell,★★½,27 Jun 2025,"Can't have an F1 movie without it being Formulaic, am I right?
You've seen this movie a hundred times before. It doesn't do anything different to set itself apart. Your mileage may vary on how much you care about the races too as they can become a bit repetitive.
I still enjoyed the racing scenes and the performances but found very little to care about throughout the film as there was very little at stake and consequence. All the familiar… more",128 likes
thorfy ⭑.ᐟ,★★★★,01 Jul 2025,not a fan of brad pitt or cool female characters turned love interests but this whole movie was like a shot of adrenaline so imma let that slide,90 likes
Cinema Language,★★★★½,01 Jul 2025,"Formulaic and cliched as it is, this shit rocked. Clean and lean and every penny of its colossal budget is in every shot. Knows exactly what an audience wants and delivers on it, quite artfully too.",90 likes
Samuel Ribeiro,★★★★,14 Jul 2025,"An excellent experience for all fans of sports car racing, or racing in general.
Story-wise, F1 falls into the usual clichés of this type of blockbuster, but practically everything else is absolutely captivating, with the racing sequences being the obvious highlights.
The editing, sound, and camerawork are top-notch and truly elevate a film that is sometimes a bit average in some scenes to a much higher level.
It truly has glorious moments of spectacular entertainment.
Easily recommended for those who… more",92 likes
francescoV,★★½,06 Jul 2025,"Ho visto stasera F1, il film ufficiale della Formula 1, e mi sento di poter dire che si tratta di un’operazione non riuscita, o meglio, non completamente riuscita. Non parlo dal punto di vista economico, anzi, a quanto pare, il film sta riscuotendo un grande successo al botteghino. E nemmeno da quello tecnico, perché è girato con grande cura, considerando anche la difficoltà di riprendere corse automobilistiche di questo tipo.
Il punto della mia osservazione è che F1 non sa dove… more",90 likes
Cobrainwater ✄,★★,01 Jul 2025,"Pride Month ended, so I'm watching the most straight, testosterone-filled, sweaty, manly movie for men.
Nice cinematic experience, yes. Hyped up watch in IMAX, yes, but is your movie really good if it's only good in the theater setting? No. It's a sign of a bad fucking movie. 
Left with a headache. Nice thrills at the race scenes and exciting moments at first, but then all of this is insanely overused to the point where it feels like you're watching… more",88 likes
Luk3w3bb,★★★½,26 Jun 2025,Brad Pitt Stop,134 likes
Andrew Henry 🎬,★★★½,02 Jul 2025,"Formulaic 1 🏁
Joseph Kosinski has certainly proved he's exceptionally good at directing and capturing fast paced vehicular action! After his visionary filmmaking skills with Topgun: Maverick, even going further back to Oblivion and Tron Legacy, he was the obvious choice to tackle Formula One racing for the big screen.
Kosinski, along with screenwriter Ehren Kruger, legendary producer Jerry Bruckheimer and, in my opinion, most importantly, director of photography Claudio Miranda, have re-teamed for F1. There is an admirable attempt… more",87 likes
Movius⎊,★★★★★,25 Jun 2025,This was the first time that I watched a movie in the cinema with my dad without my mom and it is everything you need to know,131 likes
Miniuniverse,★★★★,27 Jun 2025,"I don't know if it is because everything is just shiny and that's how F1 normally looks, but this is probably one of the best-looking movies in the last couple of years. Everything just pops off the screen at makes everything look premium.",129 likes
movie_mania4k,★★★★½,23 Jun 2025,"9/10. That was an exhilarating racing performance. High octane, summer escapism going 230 mph into victory lane with grace and style.
Joseph Kosinski (Top Gun: Maverick) gleefully directs with aplomb, frenetic energy, and kinetic racing scenes. Brad Pitt (No Man’s Land, No Way Out) gives a charismatic performance and shows great chemistry with co star Damson Idris (Black Mirror, Twilight Zone). The racing scenes are intense and blistering fast. With cinematographer Claudio Miranda (Life of Pi, Top Gun: Maverick) keeping… more",131 likes
Arjun Rajput,★★★★½,01 Jul 2025,The censors here replaced the 🖕🏻 with a ✊🏻. Makes it feel way more threatening when you think about it.,84 likes
Dan,★★★★★,01 Jul 2025,"Hell to the fuckin yeahhhh!!! Let the summer blockbuster commence!!!🔥🔥🔥
And what a way to start it! “F1” is totally revving up this summer with a bang. If this is how the summer starts, we’re strapped in for a wild cinematic ride fr!
One of the most exhilarating, ebullient, adrenaline-pumping, pulse-pounding flicks I’ve seen in a long time! Not a single moment falters, I was utterly hooked from start to finish. I wouldn’t dare leave for a bathroom break ‘cause… more",127 likes
